timestamp,open,high,low,close,volume
2024-01-01 00:00:00+00:00,30021.61974388582,30201.929772377625,29901.413058224618,30051.671415301123,191.7005580930566
2024-01-01 01:00:00+00:00,30009.80514019882,30190.04421010992,29889.645760258085,30039.844985184005,388.9010273572265
2024-01-01 02:00:00+00:00,30076.50722515508,30257.146908189043,29956.080769799104,30106.613838994075,388.01461461842973
2024-01-01 03:00:00+00:00,30230.655907810244,30412.22140875805,30109.612240511702,30260.916824634878,356.4590531541189
2024-01-01 04:00:00+00:00,30209.26198567538,30390.69899459835,30088.30397972673,30239.501487162543,377.57937778684
2024-01-01 05:00:00+00:00,30187.869703676155,30369.178230424957,30066.997352510287,30218.087791467624,317.0897773390385
2024-01-01 06:00:00+00:00,30347.631063945348,30529.899118383455,30226.119027653272,30378.009073018366,200.7196235627811
2024-01-01 07:00:00+00:00,30426.29579338772,30609.03630866332,30304.468783203985,30456.752545933654,238.2783974015678
2024-01-01 08:00:00+00:00,30381.393302232816,30563.864132876857,30259.746081803456,30411.80510734016,172.63908672057028
2024-01-01 09:00:00+00:00,30437.593050587056,30620.401417257246,30315.720806140263,30468.061111698757,463.3802245334513
2024-01-01 10:00:00+00:00,30393.295623075093,30575.837939129593,30271.600745705422,30423.71934241751,333.3567179064482
2024-01-01 11:00:00+00:00,30348.767220693422,30531.04209889578,30227.25063522518,30379.146367060483,260.34056670545596
2024-01-01 12:00:00+00:00,30374.93725162287,30557.369307188168,30253.315881246002,30405.342594217087,284.8023214576531
2024-01-01 13:00:00+00:00,30185.798555181555,30367.09464260006,30064.93449690255,30216.014569751307,478.91333584472613
2024-01-01 14:00:00+00:00,30015.477263713507,30195.750400432502,29895.295172567505,30045.522786500005,161.3405612464321
2024-01-01 15:00:00+00:00,29961.302739542334,30141.250503743784,29841.33756340803,29991.29403357591,334.49193280671886
2024-01-01 16:00:00+00:00,29862.11891062092,30041.470976150173,29742.55086693475,29892.010921542464,302.3554715537864
2024-01-01 17:00:00+00:00,29895.510219147192,30075.062833076,29775.808476527982,29925.435654801993,344.5816941738591
2024-01-01 18:00:00+00:00,29806.796614002622,29985.816413486118,29687.450081013623,29836.633247249873,107.2440735283362
2024-01-01 19:00:00+00:00,29667.70547423923,29845.88989150192,29548.915862730762,29697.402877116343,448.8495635776606
2024-01-01 20:00:00+00:00,29816.121786254487,29995.197592778535,29696.737915238453,29845.967754008496,472.847312993445
2024-01-01 21:00:00+00:00,29795.564733835887,29974.517074579642,29676.263173340045,29825.390123959845,326.05327343568354
2024-01-01 22:00:00+00:00,29804.308801484207,29983.313659150775,29684.972229706495,29834.142944428637,378.6603295507569
2024-01-01 23:00:00+00:00,29663.97445768148,29842.136466436325,29545.199785178254,29693.66812580729,468.9997524709183
2024-01-02 00:00:00+00:00,29611.58862350142,29789.436002621544,29493.023704088,29641.229853354773,382.89545372535946
2024-01-02 01:00:00+00:00,29624.667790213436,29802.593722887388,29506.050501764134,29654.32211232576,161.01561716570455
2024-01-02 02:00:00+00:00,29511.68153182895,29688.928868356445,29393.516640810612,29541.22275458353,330.5153440667253
2024-01-02 03:00:00+00:00,29551.211763861676,29728.69651920018,29432.888593636006,29580.792556418095,342.6860185531424
2024-01-02 04:00:00+00:00,29493.205958738792,29670.342330863346,29375.115043989084,29522.728687426217,269.6522685209544
2024-01-02 05:00:00+00:00,29466.06375313444,29643.037109009118,29348.081515884653,29495.559312446887,394.57769424988913
2024-01-02 06:00:00+00:00,29407.951262572722,29584.575594480066,29290.201707967826,29437.388651223948,473.74680590760596
2024-01-02 07:00:00+00:00,29594.991853205167,29772.739552023213,29476.493387326467,29624.616469674842,470.2274051627105
2024-01-02 08:00:00+00:00,29595.641480453847,29773.39308093705,29477.14041346504,29625.266747201047,280.33574856165285
2024-01-02 09:00:00+00:00,29491.97415865115,29669.103132576984,29373.88817603393,29521.495654305458,145.2952183363021
2024-01-02 10:00:00+00:00,29576.144395370262,29753.77889624335,29457.721394788197,29605.750145515776,493.9364795849338
2024-01-02 11:00:00+00:00,29456.18011473816,29633.09410942127,29338.23745161608,29485.665780518677,435.55923457837366
2024-01-02 12:00:00+00:00,29479.043587879132,29656.094900719243,29361.009379319054,29508.55214001915,149.86507248130675
2024-01-02 13:00:00+00:00,29285.270542503542,29461.158053269326,29168.012201993017,29314.585127631173,468.33675304694896
2024-01-02 14:00:00+00:00,29154.582756218588,29329.685355355035,29037.847690127623,29183.76652274133,447.9585448248513
2024-01-02 15:00:00+00:00,29176.247193681913,29351.47990955988,29059.4253830966,29205.452646328242,307.53522285042885
2024-01-02 16:00:00+00:00,29252.018005023456,29427.705800849417,29134.892807806144,29281.299304327782,336.51017429797173
2024-01-02 17:00:00+00:00,29271.135696314333,29446.93831310901,29153.933951784544,29300.43613244678,259.6010815480521
2024-01-02 18:00:00+00:00,29261.58043290375,29437.325660728995,29144.416947686917,29290.871304207958,121.90465552881253
2024-01-02 19:00:00+00:00,29233.49817371438,29409.07473932227,29116.447129975782,29262.760934649028,234.07889665836038
2024-01-02 20:00:00+00:00,29087.79182687667,29262.493279290342,28971.32419193422,29116.908735612284,421.14137943920457
2024-01-02 21:00:00+00:00,29017.87739045804,29192.158936346677,28901.68969319895,29046.924314772816,101.85280920184114
2024-01-02 22:00:00+00:00,28973.857577239156,29147.874739865216,28857.84613548845,29002.860437676834,233.39966867645768
2024-01-02 23:00:00+00:00,29081.46208763843,29256.125523600218,28965.019796997232,29110.572660298727,259.26747743637736
2024-01-03 00:00:00+00:00,29117.78755476632,29292.669161701848,29001.199816809298,29146.934489255575,314.9582411751692
2024-01-03 01:00:00+00:00,28943.65784324558,29117.493626087893,28827.7673213507,28972.6304737193,467.9422465651042
2024-01-03 02:00:00+00:00,28978.03183178812,29152.07406501207,28862.003676305485,29007.03887065878,238.5383977463845
2024-01-03 03:00:00+00:00,28941.56011197453,29115.38329583023,28825.677989404063,28970.53064261715,238.78128075849108
2024-01-03 04:00:00+00:00,28875.933604143964,29049.36263479948,28760.31425037362,28904.83844258655,395.00049924389936
2024-01-03 05:00:00+00:00,28939.038065399167,29112.84610182799,28823.166041113283,28968.006071470638,280.88717635592286
2024-01-03 06:00:00+00:00,29044.032917696513,29218.47155383883,28927.740493601632,29073.106023720233,189.8419291759928
2024-01-03 07:00:00+00:00,29139.06580159622,29314.075205810008,29022.392865453694,29168.234035631853,280.9758064530773
2024-01-03 08:00:00+00:00,29057.22597102628,29231.743844726137,28940.88072189304,29086.31228330959,156.34280815191994
2024-01-03 09:00:00+00:00,29028.333654678743,29202.678000953085,28912.104090495846,29057.391045724467,170.55479460248932
2024-01-03 10:00:00+00:00,29063.42487147596,29237.979975809147,28947.0548019205,29092.517388864824,299.3471090957919
2024-01-03 11:00:00+00:00,29162.879829675483,29338.03226108494,29046.111542069175,29192.07190157706,267.57017980181917
2024-01-03 12:00:00+00:00,29117.008323314738,29291.88525018149,29000.423705403566,29146.15447779253,465.93836042724
2024-01-03 13:00:00+00:00,29100.458991546024,29275.23652302678,28983.940637225518,29129.58858012615,244.95755964665324
